mass [kg],skin thickness [mm],stringer thickness [mm],stringer cross-section area [mm2],frame cross-section area [mm2],stringer pitch [mm],frame pitch [mm],stringer/frame material,skin material,stress margin [%]
17.932802453540436,0.3,0.8,10.0,20.0,260.0,549.9999999999999,AA2024-T3,AA2024-T3,942.0176017284231
17.932802453540436,0.3,0.9000000000000001,10.0,20.0,260.0,599.9999999999999,AA2024-T3,AA2024-T3,942.0176017284231
17.932802453540436,0.3,0.9000000000000001,10.0,20.0,260.0,549.9999999999999,AA2024-T3,AA2024-T3,942.0176017284231
18.019130141040435,0.3,0.8,10.0,20.0,240.00000000000003,599.9999999999999,AA2024-T3,AA2024-T3,1031.1028683215388
18.019130141040435,0.3,0.8,10.0,20.0,240.00000000000003,549.9999999999999,AA2024-T3,AA2024-T3,1031.1028683215388
18.019130141040435,0.3,0.9000000000000001,10.0,20.0,240.00000000000003,549.9999999999999,AA2024-T3,AA2024-T3,1031.1028683215388
18.019130141040435,0.3,0.9000000000000001,10.0,20.0,240.00000000000003,599.9999999999999,AA2024-T3,AA2024-T3,1031.1028683215388
18.06508600250305,0.3,0.9000000000000001,10.0,20.0,280.0,449.99999999999994,AA2024-T3,AA2024-T3,860.1174303111618
18.06508600250305,0.3,0.9000000000000001,10.0,20.0,280.0,499.99999999999994,AA2024-T3,AA2024-T3,860.1174303111618
18.06508600250305,0.3,0.8,10.0,20.0,280.0,449.99999999999994,AA2024-T3,AA2024-T3,860.1174303111618
18.06508600250305,0.3,0.8,10.0,20.0,280.0,499.99999999999994,AA2024-T3,AA2024-T3,860.1174303111618
18.145829654577824,0.3,0.9000000000000001,10.0,20.0,200.0,700.0,AA2024-T3,AA2024-T3,1282.6679030350451
18.145829654577824,0.3,0.8,10.0,20.0,200.0,700.0,AA2024-T3,AA2024-T3,1282.6679030350451
18.145829654577824,0.3,0.8,10.0,20.0,200.0,649.9999999999999,AA2024-T3,AA2024-T3,1282.6679030350451
18.145829654577824,0.3,0.9000000000000001,10.0,20.0,200.0,749.9999999999999,AA2024-T3,AA2024-T3,1282.6679030350451
18.145829654577824,0.3,0.8,10.0,20.0,200.0,749.9999999999999,AA2024-T3,AA2024-T3,1282.6679030350451
18.145829654577824,0.3,0.9000000000000001,10.0,20.0,200.0,649.9999999999999,AA2024-T3,AA2024-T3,1282.6679030350451
18.191785516040436,0.3,0.8,10.0,20.0,220.00000000000003,549.9999999999999,AA2024-T3,AA2024-T3,1142.4656294467536
18.191785516040436,0.3,0.8,10.0,20.0,220.00000000000003,599.9999999999999,AA2024-T3,AA2024-T3,1142.4656294467536
18.191785516040436,0.3,0.9000000000000001,10.0,20.0,220.00000000000003,599.9999999999999,AA2024-T3,AA2024-T3,1142.4656294467536
18.191785516040436,0.3,0.9000000000000001,10.0,20.0,220.00000000000003,549.9999999999999,AA2024-T3,AA2024-T3,1142.4656294467536
18.23774137750305,0.3,0.9000000000000001,10.0,20.0,260.0,449.99999999999994,AA2024-T3,AA2024-T3,942.0176017284231
18.23774137750305,0.3,0.8,10.0,20.0,260.0,449.99999999999994,AA2024-T3,AA2024-T3,942.0176017284231
18.23774137750305,0.3,0.8,10.0,20.0,260.0,499.99999999999994,AA2024-T3,AA2024-T3,942.0176017284231
18.23774137750305,0.3,0.9000000000000001,10.0,20.0,260.0,499.99999999999994,AA2024-T3,AA2024-T3,942.0176017284231
18.318485029577822,0.3,0.8,14.999999999999998,20.0,280.0,649.9999999999999,AA2024-T3,AA2024-T3,1092.8637277298133
18.318485029577822,0.3,0.8,14.999999999999998,20.0,280.0,749.9999999999999,AA2024-T3,AA2024-T3,1092.8637277298133
18.318485029577822,0.3,0.9000000000000001,14.999999999999998,20.0,280.0,649.9999999999999,AA2024-T3,AA2024-T3,1092.8637277298133
18.318485029577822,0.3,0.8,14.999999999999998,20.0,280.0,700.0,AA2024-T3,AA2024-T3,1092.8637277298133
18.318485029577822,0.3,0.9000000000000001,14.999999999999998,20.0,280.0,749.9999999999999,AA2024-T3,AA2024-T3,1092.8637277298133
18.318485029577822,0.3,0.9000000000000001,14.999999999999998,20.0,280.0,700.0,AA2024-T3,AA2024-T3,730.3836666129782
18.324069065003048,0.3,0.8,10.0,20.0,240.00000000000003,449.99999999999994,AA2024-T3,AA2024-T3,1031.1028683215388
18.324069065003048,0.3,0.9000000000000001,10.0,20.0,240.00000000000003,449.99999999999994,AA2024-T3,AA2024-T3,1031.1028683215388
18.324069065003048,0.3,0.9000000000000001,10.0,20.0,240.00000000000003,499.99999999999994,AA2024-T3,AA2024-T3,1031.1028683215388
18.324069065003048,0.3,0.8,10.0,20.0,240.00000000000003,499.99999999999994,AA2024-T3,AA2024-T3,1031.1028683215388
18.37002492646566,0.3,0.8,10.0,20.0,280.0,399.99999999999994,AA2024-T3,AA2024-T3,860.1174303111618
18.37002492646566,0.3,0.9000000000000001,10.0,20.0,280.0,399.99999999999994,AA2024-T3,AA2024-T3,860.1174303111618
18.404812717077824,0.3,0.8,10.0,20.0,180.00000000000003,649.9999999999999,AA2024-T3,AA2024-T3,1453.280546373275
18.404812717077824,0.3,0.9000000000000001,10.0,20.0,180.00000000000003,649.9999999999999,AA2024-T3,AA2024-T3,1453.280546373275
18.404812717077824,0.3,0.8,10.0,20.0,180.00000000000003,700.0,AA2024-T3,AA2024-T3,1453.280546373275
18.404812717077824,0.3,0.9000000000000001,10.0,20.0,180.00000000000003,749.9999999999999,AA2024-T3,AA2024-T3,1453.280546373275
18.404812717077824,0.3,0.9000000000000001,10.0,20.0,180.00000000000003,700.0,AA2024-T3,AA2024-T3,1453.280546373275
18.404812717077824,0.3,0.8,10.0,20.0,180.00000000000003,749.9999999999999,AA2024-T3,AA2024-T3,1453.280546373275
18.450768578540437,0.3,0.9000000000000001,10.0,20.0,200.0,549.9999999999999,AA2024-T3,AA2024-T3,1282.6679030350451
18.450768578540437,0.3,0.8,10.0,20.0,200.0,549.9999999999999,AA2024-T3,AA2024-T3,1282.6679030350451
18.450768578540437,0.3,0.8,10.0,20.0,200.0,599.9999999999999,AA2024-T3,AA2024-T3,1282.6679030350451
18.450768578540437,0.3,0.9000000000000001,10.0,20.0,200.0,599.9999999999999,AA2024-T3,AA2024-T3,1282.6679030350451
18.49672444000305,0.3,0.8,10.0,20.0,220.00000000000003,449.99999999999994,AA2024-T3,AA2024-T3,1142.4656294467536
18.49672444000305,0.3,0.8,10.0,20.0,220.00000000000003,499.99999999999994,AA2024-T3,AA2024-T3,1142.4656294467536
